concept_id,system,object_name,field_name,category,object_description,field_description,note
sales_order.document_date,SAP,EKPO,AUDAT,sales_order,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Document Date (Date Received/Sent),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
address.id,SAP,EKPO,ADDRNUM,address,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Address Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
accounting.document_number,SAP,EKPO,BELNR,accounting,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Document Number for Earmarked Funds,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
lead.source,SAP,EKPO,SOURCE_ID,lead,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Origin Profile,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
goods_receipt.id,SAP,MKPF,MBLNR,goods_receipt,"Material Document Header Goods movement document header (post date BUDAT, doc date BLDAT). MM Materials Mgmt",Number of Material Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
accounting.posting_date,SAP,MKPF,BUDAT,accounting,"Material Document Header Goods movement document header (post date BUDAT, doc date BLDAT). MM Materials Mgmt",Posting Date in the Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
document.changed_date,SAP,MKPF,AEDAT,document,"Material Document Header Goods movement document header (post date BUDAT, doc date BLDAT). MM Materials Mgmt",Last Changed On,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
audit.created_by,SAP,MKPF,USNAM,audit,"Material Document Header Goods movement document header (post date BUDAT, doc date BLDAT). MM Materials Mgmt",User Name,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
goods_receipt.id,SAP,MSEG,MBLNR,goods_receipt,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Number of Material Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
goods_movement.type,SAP,MSEG,BWART,goods_movement,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Movement Type (Inventory Management),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.erp_material_number,SAP,MSEG,MATNR,material,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Material Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
supplier.id,SAP,MSEG,LIFNR,supplier,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Vendor's account number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
customer.id,SAP,MSEG,KUNNR,customer,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Account number of customer,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
accounting.document_currency_code,SAP,MSEG,WAERS,accounting,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Currency Key,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
accounting.local_currency_amount,SAP,MSEG,DMBTR,accounting,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Amount in Local Currency,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
bom.quantity,SAP,MSEG,MENGE,bom,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Quantity,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.base_uom_code,SAP,MSEG,MEINS,material,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Base Unit of Measure,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
purchase_order.line_item_number,SAP,MSEG,EBELP,purchase_order,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Item Number of Purchasing Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
production_order.id,SAP,MSEG,AUFNR,production_order,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Order Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
asset.id,SAP,MSEG,ANLN1,asset,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Main Asset Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
company.id,SAP,MSEG,BUKRS,company,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
accounting.document_number,SAP,MSEG,BELNR,accounting,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Document Number of an Accounting Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
journal_entry.line_item_number,SAP,MSEG,BUZEI,journal_entry,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Number of Line Item Within Accounting Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
warehouse.id,SAP,MSEG,LGNUM,warehouse,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Warehouse Number / Warehouse Complex,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
inventory_lot.expiration_date,SAP,MSEG,VFDAT,inventory_lot,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Shelf Life Expiration or Best-Before Date,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
stock.quantity,SAP,MSEG,LBKUM,stock,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Total valuated stock before the posting,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
tax.rate,SAP,MSEG,MWSKZ,tax,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Tax on sales/purchases code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
inventory_lot.manufacture_date,SAP,MSEG,HSDAT,inventory_lot,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Date of Manufacture,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
contact.id,SAP,MSEG,PERNR,contact,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Personnel Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
invoice.number,SAP,VBAK,VBELN,invoice,"Sales Document — Header Data Sales orders, quotations, contracts. Doc type (AUART), sales org (VKORG), customer (KUNNR). SD Sales Distribution",Sales Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
document.created_date,SAP,VBAK,ERDAT,document,"Sales Document — Header Data Sales orders, quotations, contracts. Doc type (AUART), sales org (VKORG), customer (KUNNR). SD Sales Distribution",Record Created On,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
audit.created_by,SAP,VBAK,ERNAM,audit,"Sales Document — Header Data Sales orders, quotations, contracts. Doc type (AUART), sales org (VKORG), customer (KUNNR). SD Sales Distribution",Name of Person Responsible for Creating the Object,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
sales_order.document_date,SAP,VBAK,AUDAT,sales_order,"Sales Document — Header Data Sales orders, quotations, contracts. Doc type (AUART), sales org (VKORG), customer (KUNNR). SD Sales Distribution",Document Date (Date Received/Sent),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
contact.phone,SAP,VBAK,TELF1,contact,"Sales Document — Header Data Sales orders, quotations, contracts. Doc type (AUART), sales org (VKORG), customer (KUNNR). SD Sales Distribution",Telephone Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
customer.id,SAP,VBAK,KUNNR,customer,"Sales Document — Header Data Sales orders, quotations, contracts. Doc type (AUART), sales org (VKORG), customer (KUNNR). SD Sales Distribution",Sold-to Party,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
document.changed_date,SAP,VBAK,AEDAT,document,"Sales Document — Header Data Sales orders, quotations, contracts. Doc type (AUART), sales org (VKORG), customer (KUNNR). SD Sales Distribution",Last Changed On,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
production_order.id,SAP,VBAK,AUFNR,production_order,"Sales Document — Header Data Sales orders, quotations, contracts. Doc type (AUART), sales org (VKORG), customer (KUNNR). SD Sales Distribution",Order Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
invoice.number,SAP,VBAP,VBELN,invoice,"Sales Document — Item Data Order line items: material, qty (KWMENG), net value (NETWR). SD Sales Distribution",Sales Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
sales_order.line_item_number,SAP,VBAP,POSNR,sales_order,"Sales Document — Item Data Order line items: material, qty (KWMENG), net value (NETWR). SD Sales Distribution",Sales Document Item,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
material.erp_material_number,SAP,VBAP,MATNR,material,"Sales Document — Item Data Order line items: material, qty (KWMENG), net value (NETWR). SD Sales Distribution",Material Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
