priority_rank,priority_tier,sap_module,sap_table,sap_field,sap_description,classification_bucket,top_canonical_concept_id,top_canonical_matches,top_knowledge_concept_id,top_knowledge_matches,suggested_action
52,P4,S/4HANA,ACDOCP,DATAPAKID,Data packet number,strong_canonical_candidate,journal_entry.id,journal_entry.id:1.00,journal_entry.id,journal_entry.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,EGRUP,Equity group,strong_canonical_candidate,vendor_group.id,vendor_group.id:1.00,vendor_group.id,vendor_group.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,FKART,Billing Type,strong_canonical_candidate,activity id,activity id:1.00,activity id,activity id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,ILART,Maintenance activity type,strong_canonical_candidate,activity id,activity id:1.00 | warehouse_task.type:0.50,activity id,activity id:1.00 | activity type:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,INTROW,Line Number,strong_canonical_candidate,journal_entry.id,journal_entry.id:1.00 | purchase_order.line_item_number:0.70 | sales_order.line_item_number:0.70,journal_entry.id,journal_entry.id:1.00 | line number:0.90 | po line number:0.90,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,KDPOS,Item Number in Sales Order,strong_canonical_candidate,sales_order.id,sales_order.id:1.00 | material.number:0.60 | invoice.number:0.50,sales_order.id,sales_order.id:1.00 | sales order number:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,KOKRS,Controlling Area,strong_canonical_candidate,picking.quantity,picking.quantity:1.00,picking.quantity,picking.quantity:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,LSTAR,Activity Type,strong_canonical_candidate,activity id,activity id:1.00 | warehouse_task.type:0.70,activity id,activity id:1.00 | activity type:0.90,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,MAUFNR,Number of Superior Order,strong_canonical_candidate,journal_entry.id,journal_entry.id:1.00,journal_entry.id,journal_entry.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,MOVCAT,Transaction Type Category,strong_canonical_candidate,activity id,activity id:1.00 | document.type:0.50,activity id,activity id:1.00 | transaction type:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,PACCASTY,Partner Object Type,strong_canonical_candidate,activity id,activity id:1.00,activity id,activity id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,PACKNO,Package number,strong_canonical_candidate,journal_entry.id,journal_entry.id:1.00,journal_entry.id,journal_entry.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,PAUFNR,Partner order number,strong_canonical_candidate,journal_entry.id,journal_entry.id:1.00,journal_entry.id,journal_entry.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,PERIV,Fiscal Year Variant,strong_canonical_candidate,fiscal_year.id,fiscal_year.id:1.00,fiscal_year.id,fiscal_year.id:1.00 | fiscal year:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,PPRCTR,Partner Profit Center,strong_canonical_candidate,profit_center.id,profit_center.id:1.00,profit_center.id,profit_center.id:1.00 | profit center:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,PPS_POSID,Partner Work Breakdown Structure Element,strong_canonical_candidate,project.wbs_element_id,project.wbs_element_id:1.00 | material.erp_material_number:0.50 | material.id:0.50,project.wbs_element_id,project.wbs_element_id:1.00 | bom header material:0.55 | wbs element:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,PPS_PSPID,Partner Project,strong_canonical_candidate,project.id,project.id:1.00 | material.erp_material_number:0.50 | material.id:0.50,project.id,project.id:1.00 | bom header material:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,PRODPER,Production Month (Date to find period and year),strong_canonical_candidate,inventory_lot.manufacture_date,inventory_lot.manufacture_date:1.00 | sap_term.period_year:0.60,inventory_lot.manufacture_date,inventory_lot.manufacture_date:1.00 | address valid to:0.55 | leave to:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,PSEGMENT,Partner Segment for Segmental Reporting,strong_canonical_candidate,segment.id,segment.id:1.00,segment.id,segment.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,PS_PSPID,Project definition,strong_canonical_candidate,project.id,project.id:1.00,project.id,project.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RBCUR,Freely Defined Currency 3,strong_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RBDGT_VLDTY_NBR,Budget Validity Number,strong_canonical_candidate,journal_entry.id,journal_entry.id:1.00,journal_entry.id,journal_entry.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RCCUR,Freely Defined Currency 4,strong_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RCLNT,Client,strong_canonical_candidate,contact.role,contact.role:0.90,contact.role,contact.role:0.90,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RCO_OCUR,CO Object Currency,strong_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RDCUR,Freely Defined Currency 5,strong_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RECID,Recovery Indicator,strong_canonical_candidate,profit_center.id,profit_center.id:1.00,profit_center.id,profit_center.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RECORD,Data record number,strong_canonical_candidate,journal_entry.id,journal_entry.id:1.00,journal_entry.id,journal_entry.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RECUR,Freely Defined Currency 6,strong_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,REQTSN,Request Transaction Sequence Number,strong_canonical_candidate,journal_entry.id,journal_entry.id:1.00,journal_entry.id,journal_entry.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RFCCUR,Functional Currency,strong_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RFCUR,Freely Defined Currency 7,strong_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RGCUR,Freely Defined Currency 8,strong_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RGRANT_NBR,Grant,strong_canonical_candidate,requisition.line_item_number,requisition.line_item_number:1.00,requisition.line_item_number,requisition.line_item_number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RKCUR,Global Currency,strong_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RMVCT,Transaction type,strong_canonical_candidate,activity id,activity id:1.00 | document.type:0.70,activity id,activity id:1.00 | transaction type:0.90,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,ROCUR,Freely Defined Currency 1,strong_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RSART,Record type,strong_canonical_candidate,activity id,activity id:1.00,activity id,activity id:1.00 | sap_knowledge_available.record_type:0.90,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RVCUR,Freely Defined Currency 2,strong_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RWCUR,Transaction Currency,strong_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,exchange_rate.from_currency_code,exchange_rate.from_currency_code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,RYEAR,General Ledger Fiscal Year,strong_canonical_candidate,fiscal_year.id,fiscal_year.id:1.00,fiscal_year.id,fiscal_year.id:1.00 | fiscal year:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,SCNTR,Sender cost center,strong_canonical_candidate,cost_center.id,cost_center.id:1.00 | cost_center.code:0.50,cost_center.id,cost_center.id:1.00 | cost center:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,SEGMENT,Segment for Segmental Reporting,strong_canonical_candidate,segment.id,segment.id:1.00,segment.id,segment.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,SERVICE_CONTRACT_ID,Service Contract ID,strong_canonical_candidate,contract.id,contract.id:0.75 | service.id:0.75 | activity id:0.60,contract number,contract number:0.70 | contract reference:0.70 | contract.id:0.70,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,SERVICE_CONTRACT_ITEM_ID,Service Contract Item ID,strong_canonical_candidate,contract.id,contract.id:0.75 | material.id:0.75 | product.id:0.75,contract number,contract number:0.70 | contract reference:0.70 | contract.id:0.70,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,SERVICE_DOC_ID,Service Document ID,strong_canonical_candidate,service.id,service.id:0.75 | activity id:0.60 | attachment.id:0.60,document id,document id:0.70 | activity id:0.55 | company.id:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,SERVICE_DOC_ITEM_ID,Service Document Item ID,strong_canonical_candidate,material.id,material.id:0.75 | product.id:0.75 | service.id:0.75,document id,document id:0.70 | item id:0.70 | material number:0.70,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,SGENR,Number of Building,strong_canonical_candidate,journal_entry.id,journal_entry.id:1.00,journal_entry.id,journal_entry.id:1.00 | building number:0.55 | street number:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,SGRNR,Number of Land,strong_canonical_candidate,journal_entry.id,journal_entry.id:1.00,journal_entry.id,journal_entry.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,SGTXT,Item Text,strong_canonical_candidate,journal_entry.line_item_number,journal_entry.line_item_number:1.00,journal_entry.line_item_number,journal_entry.line_item_number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,SMENR,Number of Rental Object,strong_canonical_candidate,journal_entry.id,journal_entry.id:1.00,journal_entry.id,journal_entry.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,STRAT,Valuation Strategy used for Costing Item,strong_canonical_candidate,journal_entry.line_item_number,journal_entry.line_item_number:1.00,journal_entry.line_item_number,journal_entry.line_item_number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,SWENR,Business Entity Number,strong_canonical_candidate,journal_entry.id,journal_entry.id:1.00,journal_entry.id,journal_entry.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,UKOSTL,Origin cost center,strong_canonical_candidate,cost_center.id,cost_center.id:1.00 | cost_center.code:0.50,cost_center.id,cost_center.id:1.00 | cost center:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,UPRCTR,Origin Profit Center,strong_canonical_candidate,profit_center.id,profit_center.id:1.00,profit_center.id,profit_center.id:1.00 | profit center:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,WORK_ITEM_ID,Work Item ID,strong_canonical_candidate,material.id,material.id:0.75 | product.id:0.75 | activity id:0.60,item id,item id:0.70 | material number:0.70 | po line material:0.70,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,ACDOCP,WWDAT_PA,Valid To Date,strong_canonical_candidate,inventory_lot.manufacture_date,inventory_lot.manufacture_date:1.00,inventory_lot.manufacture_date,inventory_lot.manufacture_date:1.00 | address valid to:0.55 | leave to:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,BIRTHDT,Date of Birth of Business Partner,strong_canonical_candidate,employee.birth_date,employee.birth_date:1.00,employee.birth_date,employee.birth_date:1.00 | date of birth:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,BIRTHDT_STATUS,Date of Birth: Status,strong_canonical_candidate,employee.birth_date,employee.birth_date:1.00,employee.birth_date,employee.birth_date:1.00 | date of birth:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,BPEXT,Business Partner Number in External System,strong_canonical_candidate,business_partner.id,business_partner.id:1.00,business_partner.id,business_partner.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,BPKIND,Business Partner Type,strong_canonical_candidate,activity id,activity id:1.00 | account.industry:0.50,activity id,activity id:1.00 | business type:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,CHDAT,Date when object was last changed,strong_canonical_candidate,document.changed_date,document.changed_date:1.00,document.changed_date,document.changed_date:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,CHTIM,Time at which object was last changed,strong_canonical_candidate,document.changed_date,document.changed_date:1.00,document.changed_date,document.changed_date:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,CLIENT,Client,strong_canonical_candidate,contact.role,contact.role:1.00,contact.role,contact.role:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,CRDAT,Date on which the object was created,strong_canonical_candidate,document.created_date,document.created_date:1.00,document.created_date,document.created_date:1.00 | created date:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,INITIALS,"""Middle Initial"" or personal initials",strong_canonical_candidate,account.owner_employee_id,account.owner_employee_id:1.00 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id,account.owner_employee_id:1.00 | middle name:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,LANGU_CORR,Business Partner: Correspondence Language,strong_canonical_candidate,customer.language_code,customer.language_code:1.00,customer.language_code,customer.language_code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,LOCATION_3,Check digit for the international location number,strong_canonical_candidate,business_partner.id,business_partner.id:1.00,business_partner.id,business_partner.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,MARST,Marital Status of Business Partner,strong_canonical_candidate,employee.marital_status,employee.marital_status:1.00,employee.marital_status,employee.marital_status:1.00 | marital status:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,NAME_FIRST,First name of business partner (person),strong_canonical_candidate,employee.name,employee.name:0.75 | address.city:0.60 | business_unit.name:0.60,employee.name,employee.name:0.70 | first name:0.70 | supplier name:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,NAME_LAST,Last name of business partner (person),strong_canonical_candidate,employee.name,employee.name:0.75 | address.city:0.60 | business_unit.name:0.60,employee.name,employee.name:0.70 | last name:0.70 | supplier name:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,NATPERS,Business Partner Is a Natural Person Under the Tax Laws,strong_canonical_candidate,contact.name,contact.name:1.00,contact.name,contact.name:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,PARTGRPTYP,Group type,strong_canonical_candidate,activity id,activity id:1.00,activity id,activity id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,RATE,Cost Rate/Revenue Rate for Project Costing,strong_canonical_candidate,exchange_rate.rate,exchange_rate.rate:0.80 | tax.rate:0.80,exchange rate,exchange rate:1.00 | hourly rate:1.00 | tax rate:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,SOURCE,Data Origin Types,strong_canonical_candidate,lead.source,lead.source:0.80 | material.origin:0.80,lead source,lead source:1.00 | origin:1.00 | source:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,TYPE,Business Partner Category,strong_canonical_candidate,account.industry,account.industry:0.80 | account.type:0.80 | document.type:0.80,activity type,activity type:1.00 | address type:1.00 | business type:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,VALID_FROM,Validity Start BUT000 BP Data,strong_canonical_candidate,validity.start_date,validity.start_date:0.80,address valid from,address valid from:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT000,VALID_TO,Validity End BUT000 BP Data,strong_canonical_candidate,inventory_lot.manufacture_date,inventory_lot.manufacture_date:1.00,address valid to,address valid to:1.00 | inventory_lot.manufacture_date:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT001,CLBRG,BP: Entry in register of associations,strong_canonical_candidate,contact.role,contact.role:1.00,contact.role,contact.role:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT001,CLIENT,Client,strong_canonical_candidate,contact.role,contact.role:1.00,contact.role,contact.role:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT001,COMREG_DAT,Date of entry in trade register,strong_canonical_candidate,contact.role,contact.role:1.00,contact.role,contact.role:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT001,COMRG,Entry in commercial register,strong_canonical_candidate,contact.role,contact.role:1.00,contact.role,contact.role:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT001,COPRG,Entry in Register of Cooperatives,strong_canonical_candidate,contact.role,contact.role:1.00,contact.role,contact.role:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT001,INFCT,Responsible local court,strong_canonical_candidate,contact.role,contact.role:1.00,contact.role,contact.role:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,BUT001,M_BONIDAT,Date on Which Creditworthiness was Manually Set,strong_canonical_candidate,contact.role,contact.role:1.00,contact.role,contact.role:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,/CWM/CONSUMPTION_QTY,Consumption Quantity in PUoM,strong_canonical_candidate,stock.quantity,stock.quantity:1.00,stock.quantity,stock.quantity:1.00 | stock quantity:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,/CWM/ERFMG,Quantity in Parallel Unit of Entry,strong_canonical_candidate,stock.quantity,stock.quantity:1.00,stock.quantity,stock.quantity:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,/CWM/STOCK_QTY,Stock Quantity in PUoM,strong_canonical_candidate,stock.quantity,stock.quantity:0.75,stock quantity,stock quantity:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,AKTNR,Retail Promotion,strong_canonical_candidate,requisition.line_item_number,requisition.line_item_number:1.00,requisition.line_item_number,requisition.line_item_number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,ASS_PSPNR,Assigned Operative WBS Element,strong_canonical_candidate,project.wbs_element_id,project.wbs_element_id:1.00,project.wbs_element_id,project.wbs_element_id:1.00 | wbs element:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,AUFPS,Order item number,strong_canonical_candidate,material.number,material.number:1.00,material.number,material.number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,BEMOT,Accounting Indicator,strong_canonical_candidate,journal_entry.line_item_number,journal_entry.line_item_number:1.00,journal_entry.line_item_number,journal_entry.line_item_number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,BERID,MRP Area,strong_canonical_candidate,requisition.line_item_number,requisition.line_item_number:1.00,requisition.line_item_number,requisition.line_item_number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,BERKZ,Material Staging Indicator for Production Supply,strong_canonical_candidate,picking.quantity,picking.quantity:1.00,picking.quantity,picking.quantity:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,BWTAR,Valuation Type,strong_canonical_candidate,activity id,activity id:1.00,activity id,activity id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,CONSUMPTION_QTY,Consumption Quantity,strong_canonical_candidate,stock.quantity,stock.quantity:1.00,stock.quantity,stock.quantity:1.00 | stock quantity:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,CPUDT,Day On Which Accounting Document Was Entered,strong_canonical_candidate,document.created_date,document.created_date:1.00,document.created_date,document.created_date:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,DISUB_OWNER,Account Number of Supplier,strong_canonical_candidate,requisition.line_item_number,requisition.line_item_number:1.00 | account.id:0.60 | supplier.id:0.60,requisition.line_item_number,requisition.line_item_number:1.00 | account number:0.55 | bank account employee:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,DISUB_OWNER_CID,Account Number of Supplier,strong_canonical_candidate,requisition.line_item_number,requisition.line_item_number:0.75 | account.id:0.60 | supplier.id:0.60,account number,account number:0.55 | bank account employee:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,DISUB_OWNER_SID,Additional Supplier for Special Stock,strong_canonical_candidate,requisition.line_item_number,requisition.line_item_number:0.75,,,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,DYPLA,Indicator: dynamic storage bin,strong_canonical_candidate,warehouse_bin.id,warehouse_bin.id:1.00,warehouse_bin.id,warehouse_bin.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,EMLIF,Supplier to be Supplied/Who is to Receive Delivery,strong_canonical_candidate,requisition.line_item_number,requisition.line_item_number:1.00,requisition.line_item_number,requisition.line_item_number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,ERFME,Unit of entry,strong_canonical_candidate,order_unit.code,order_unit.code:1.00,order_unit.code,order_unit.code:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,ERFMG,Quantity in unit of entry,strong_canonical_candidate,stock.quantity,stock.quantity:1.00,stock.quantity,stock.quantity:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,ETANP_MARK,Adjust Open Quantity in Scheduling Agreement Item,strong_canonical_candidate,stock.quantity,stock.quantity:1.00,stock.quantity,stock.quantity:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,EWM_GMDOC,Warehouse Document for Goods Movement,strong_canonical_candidate,material_document.id,material_document.id:1.00,material_document.id,material_document.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,EWM_LGNUM,Warehouse Number/Warehouse Complex,strong_canonical_candidate,material.number,material.number:1.00,material.number,material.number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,EXNUM,Number of foreign trade data in MM and SD documents,strong_canonical_candidate,delivery.id,delivery.id:1.00,delivery.id,delivery.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,FIPOS,Commitment Item,strong_canonical_candidate,requisition.line_item_number,requisition.line_item_number:1.00,requisition.line_item_number,requisition.line_item_number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,FISTL,Funds Center,strong_canonical_candidate,requisition.line_item_number,requisition.line_item_number:1.00,requisition.line_item_number,requisition.line_item_number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,FKBER,Functional Area,strong_canonical_candidate,requisition.line_item_number,requisition.line_item_number:1.00,requisition.line_item_number,requisition.line_item_number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,FSH_COLLECTION,Fashion Collection,strong_canonical_candidate,material.number,material.number:1.00,material.number,material.number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,FSH_SEASON,Season,strong_canonical_candidate,material.number,material.number:1.00,material.number,material.number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,FSH_SEASON_YEAR,Season Year,strong_canonical_candidate,material.number,material.number:1.00,material.number,material.number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,FSH_THEME,Fashion Theme,strong_canonical_candidate,material.number,material.number:1.00,material.number,material.number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,GRANT_NBR,Grant,strong_canonical_candidate,requisition.line_item_number,requisition.line_item_number:1.00,requisition.line_item_number,requisition.line_item_number:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,GSBER,Business Area,strong_canonical_candidate,picking.quantity,picking.quantity:1.00,picking.quantity,picking.quantity:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,KALNR,Cost Estimate Number - Product Costing,strong_canonical_candidate,journal_entry.id,journal_entry.id:1.00 | product.id:0.60,journal_entry.id,journal_entry.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,KDEIN,Delivery schedule for sales order,strong_canonical_candidate,sales_order.id,sales_order.id:1.00,sales_order.id,sales_order.id:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,KDPOS,Item Number in Sales Order,strong_canonical_candidate,sales_order.id,sales_order.id:1.00 | material.number:0.60 | invoice.number:0.50,sales_order.id,sales_order.id:1.00 | sales order number:0.55,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,KNTTP_GR,Account Assignment Category,strong_canonical_candidate,account.type,account.type:1.00,account.type,account.type:1.00,promote_existing_canonical_alias_after_quick_review
52,P4,S/4HANA,MATDOC,KNUMV,Number of the Document Condition,strong_canonical_candidate,account.owner_employee_id,account.owner_employee_id:1.00 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id,account.owner_employee_id:1.00 | document number:0.55,promote_existing_canonical_alias_after_quick_review
