sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_canonical_matches,top_knowledge_concept_id,top_knowledge_strength,top_knowledge_matches,classification_bucket,review_recommendation
FI,ANLC,AFBANZ,Number of Depreciation Posting Runs in the Period,AFBANZ,NUM2,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,fiscal_period.id,0.60,fiscal_period.id:0.60,posting period,0.55,posting period:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,XAFAR,Error During Depreciation Calculation,XAFAR,XAFAR,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,NDABJ,Expired Useful Life in Years at Start of the Fiscal Year,NDABJ,JARAF,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,fiscal_year.id,0.60,fiscal_year.id:0.60,fiscal year,0.55,fiscal year:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,NDABP,Expired Useful Life in Periods at Start of Fiscal Year,NDABP,PERAF,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,fiscal_year.id,0.60,fiscal_year.id:0.60,fiscal year,0.55,fiscal year:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,ANDSJ,Yrs Expired up to Fisc.Yr Start from Start of Spec.Dep.,ANDSJ,JARAF,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,ANDSP,Expired Useful Life in Periods during FY from SDep Start Dat,ANDSP,PERAF,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,RSTCK,Number of Units Depreciated in Unit-of-Prod. Depreciation,RSTCK,PACK8,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,compensation.plan,0.60,compensation.plan:0.60 | employee.id:0.60 | absence.end_date:0.50,compensation.plan,0.55,compensation.plan:0.55 | employee.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,KANSW,Cumulative Acquisition and Production Costs,KANSW,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,KAUFW,Cumulative Revaluation on the Replacement Value,KAUFW,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,invoice.amount,0.60,invoice.amount:0.60,gross amount,0.55,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,KINVZ,Cumulative Investment Grants,KINVZ,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,KNAFA,Accumulated Ordinary Depreciation,KNAFA,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,KSAFA,Cumulative Special Depreciation,KSAFA,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,KAAFA,Cumulative Unplanned Depreciation,KAAFA,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,KMAFA,Cumulative Reserves Transfer,KMAFA,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,KZINW,Cumulative Interest,KZINW,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,KAUFN,Cumulative Revaluation of Ordinary Depreciation,KAUFN,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,KANZA,Cumulative Down Payments,KANZA,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,KVOST,Cumulative Input Tax,KVOST,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AUFWP,Planned Revaluation on Replacement Value,AUFWP,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,invoice.amount,0.60,invoice.amount:0.60,gross amount,0.55,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,NAFAP,Planned Ordinary Depreciation for the Year,NAFAP,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,SAFAP,Planned Special Depreciation for the Year,SAFAP,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AAFAP,Scheduled Unplanned Depreciation for the Year,AAFAP,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,MAFAP,Planned Transfer of Reserves for the Year,MAFAP,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,ZINSP,Interest Planned for the Year,DZINSP,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AUFNP,Planned Revaluation of Accumulated Ordinary Depreciation,AUFNP,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AUFWB,Revaluation Posted on Replacement Value,AUFWB,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,invoice.amount,0.60,invoice.amount:0.60 | journal_entry.amount:0.60,gross amount,0.55,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,NAFAG,Ordinary Depreciation Posted in the Current Year,NAFAG,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,SAFAG,Special Depreciation Posted in the Current Fiscal Year,SAFAG,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,fiscal_year.id,0.60,fiscal_year.id:0.60,fiscal year,0.55,fiscal year:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,AAFAG,Unplanned Depreciation Posted for the Year,AAFAG,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,MAFAG,Acquisition Value Reducing Depreciation Posted for the Year,MAFAG,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,invoice.amount,0.60,invoice.amount:0.60 | journal_entry.amount:0.60,gross amount,0.55,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,ZINSG,Interest Posted for the Year,DZINSG,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AUFNG,Posted Revaluation of Accumulated Ordinary Depreciation,AUFNG,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,ANSWL,Transactions for the Year Affecting Asset Values,ANSWL,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,acquisition cost,1.00,acquisition cost:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
FI,ANLC,ABGAN,Total Retirements and Retiring Transfers,ABGAN,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,invoice.amount,0.60,invoice.amount:0.60,gross amount,0.55,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,ANSAZ,Down Payments on Asset,ANSAZ,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AUFWM,Manual Revaluation on Replacement Value,AUFWM,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,invoice.amount,0.60,invoice.amount:0.60,gross amount,0.55,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,INVZM,Investment Grant for the Year,INVZM,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,NAFAM,Manually Planned Ordinary Depreciation for the Year,NAFAM,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,SAFAM,Manual Special Depreciation Planned for the Year,SAFAM,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AAFAM,Manual Unplanned Depreciation for the Year,AAFAM,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,MAFAM,Manual Transfer of Reserves for the Year,MAFAM,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,ZINSM,Manual Interest Planned for the Year,DZINSM,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AUFNM,Manual Revaluation of Cumulative Ordinary Depreciation,AUFNM,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,ZUSNA,Write-up on Ordinary Depreciation,DZUSNA,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,ZUSSA,Write-up on Special Depreciation,DZUSSA,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,ZUSAA,Write-up on Unplanned Depreciation,DZUSAA,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,ZUSMA,Write-up on Transferred Reserves,DZUSMA,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AUFWV,Proportional Cumulative Revaluation on Replacement Value,AUFWV,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,invoice.amount,0.60,invoice.amount:0.60,gross amount,0.55,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,INVZV,Proportional Cumulative Investment Grants,INVZV,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,NAFAV,Proportional Accumulated Ordinary Depreciation,NAFAV,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,SAFAV,Proportional Cumulative Special Depreciation,SAFAV,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AAFAV,Proportional Cumulative Unplanned Depreciation,AAFAV,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,MAFAV,Proportional Cumulative Transfer of Reserves,MAFAV,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AUFNV,Proportional Accumul. Revaluation of Ordinary Depreciation,AUFNV,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AUFWL,Proportional Revaluation for the Year on Replacement Value,AUFWL,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,invoice.amount,0.60,invoice.amount:0.60,gross amount,0.55,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,INVZL,Proportional Investment Grant for the Year,INVZL,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,NAFAL,Proportional Ordinary Depreciation for the Year,NAFAL,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,SAFAL,Proportional Special Depreciation for the Year,SAFAL,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AAFAL,Proportional Unplanned Depreciation for the Year,AAFAL,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,MAFAL,Proportional Transfer of Reserves for the Year,MAFAL,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,AUFNL,Proportional Revaluation of Annual Ordinary Depreciation,AUFNL,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,ANUPD,Indicator: Type of change to table,ANUPD,ANUPD,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,activity id,1.00,activity id:1.00,activity id,1.00,activity id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
FI,ANLC,KSANS,Cumulative statistical acquisition value,KSANS,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,invoice.amount,0.60,invoice.amount:0.60,gross amount,0.55,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,SANSL,Statistical aquisition value of current year,SANSL,AFLE13D2O16S_TO_23D2O31S,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,invoice.amount,0.60,invoice.amount:0.60,gross amount,0.55,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,PSTBEG,FI-AA: Posting depreciation as of period xy,PSTBEG,PERAF,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,fiscal_period.id,0.60,fiscal_period.id:0.60,posting period,0.55,posting period:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,PSTEND,FI-AA: Posting depreciation up to period xy,PSTEND,PERAF,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,fiscal_period.id,0.60,fiscal_period.id:0.60,period to,0.55,period to:0.55 | posting period:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
FI,ANLC,PSTCALC,FI-AA: New calculation of depreciation during posting,PSTCALC,PSTCALC,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
FI,ANLC,PSTPER,FI-AA: Depreciation calculation from period X,PSTPER,PERAF,Asset Value Fields (Annual) Cumulative depreciation and book values per year/depreciation area. FI Financial Accounting,,,,,,period from,0.55,period from:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
CO,COBK,MANDT,Client,MANDT,MANDT,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,contact.role,0.90,contact.role:0.90 | account.id:0.80 | activity id:0.80,client id,1.00,client id:1.00 | primary key:1.00 | record id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COBK,KOKRS,Controlling Area,KOKRS,CACCD,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,picking.quantity,1.00,picking.quantity:1.00,picking.quantity,1.00,picking.quantity:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COBK,BELNR,Document Number,CO_BELNR,CO_BELNR,CO Document Header Header for CO postings (linked to COEP). CO Controlling,accounting.document_number,account.owner_employee_id,accounting.document_number,1.00,accounting.document_number:1.00 | journal_entry.id:1.00 | account.owner_employee_id:0.90,accounting.document_number,1.00,accounting.document_number:1.00 | document number:1.00 | journal entry id:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
CO,COBK,GJAHR,Fiscal Year,GJAHR,GJAHR,CO Document Header Header for CO postings (linked to COEP). CO Controlling,fiscal_year.id,fiscal_year.id,fiscal_year.id,1.00,fiscal_year.id:1.00,fiscal year,1.00,fiscal year:1.00 | fiscal_year.id:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
CO,COBK,VERSN,Version in CO Document Header,VERSN_COBK,COVERSI,CO Document Header Header for CO postings (linked to COEP). CO Controlling,version.number,,version.number,1.00,version.number:1.00,version.number,1.00,version.number:1.00 | document version:0.55,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
CO,COBK,VRGNG,CO Business Transaction,CO_VORGANG,J_VORGANG,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,TIMESTMP,Time created (Greenwich Meantime),RKE_HZSTMP,RKE_TSTMP,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,audit.created_by,1.00,audit.created_by:1.00,audit.created_by,1.00,audit.created_by:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COBK,PERAB,From Period,CO_PERAB,PERBL,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,period from,0.55,period from:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
CO,COBK,PERBI,To period,CO_PERBI,PERBL,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,period to,0.55,period to:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
CO,COBK,BLDAT,Document Date,CO_BLDAT,DATUM,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,ap invoice date,1.00,ap invoice date:1.00 | document date:1.00 | issue date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
CO,COBK,BUDAT,Posting Date,CO_BUDAT,DATUM,CO Document Header Header for CO postings (linked to COEP). CO Controlling,accounting.posting_date,accounting.posting_date,accounting.posting_date,1.00,accounting.posting_date:1.00 | goods_receipt.date:1.00 | inventory_transaction.date:0.90,accounting.posting_date,1.00,accounting.posting_date:1.00 | movement date:1.00 | posting date:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
CO,COBK,CPUDT,Date Document Was Created,CO_CPUDT,DATUM,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,document.created_date,1.00,document.created_date:1.00,document.created_date,1.00,document.created_date:1.00 | created date:0.55 | document date:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
CO,COBK,USNAM,User Name,SYUNAME,SYCHAR12,CO Document Header Header for CO postings (linked to COEP). CO Controlling,audit.created_by,account.name,audit.created_by,1.00,audit.created_by:1.00 | account.name:0.90 | absence.start_date:0.70,audit.created_by,1.00,audit.created_by:1.00 | account.name:0.90 | username:0.90,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
CO,COBK,BLTXT,Document Header Text,CO_BLTXT,TEXT50,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,STFLG,Identifier for reversal document,CO_STFLG,FLAG,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,activity id,0.60,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id,0.55,activity id:0.55 | company id:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COBK,STOKZ,Indicator: Document was reversed,CO_STOKZ,FLAG,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
CO,COBK,REFBT,Document Type of Reference Document,CO_REFBT,BELTY,CO Document Header Header for CO postings (linked to COEP). CO Controlling,,,activity id,0.60,activity id:0.60 | company.id:0.60 | document.type:0.60,activity id,0.55,activity id:0.55 | company id:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
CO,COBK,REFBN,Reference Document Number,CO_REFBN,BELNR,CO Document Header Header for CO postings (linked to COEP). CO Controlling,journal_entry.reference,journal_entry.reference,journal_entry.reference,1.00,journal_entry.reference:1.00 | account.owner_employee_id:0.60 | activity id:0.60,journal_entry.reference,1.00,journal_entry.reference:1.00 | account.owner_employee_id:0.55 | activity id:0.55,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
