sap_module,sap_table,sap_field,sap_description,classification_bucket,description_canonical_concept_id,top_canonical_concept_id,top_canonical_matches,top_knowledge_matches,review_reason
CO,COSP,WOG012,Total Value in Object Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WOG013,Total Value in Object Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WOG014,Total Value in Object Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WOG015,Total Value in Object Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WOG016,Total Value in Object Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG001,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG002,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG003,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG004,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG005,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG006,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG007,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG008,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG009,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG010,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG011,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG012,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG013,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG014,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG015,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKG016,Total Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF001,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF002,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF003,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF004,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF005,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF006,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF007,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF008,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF009,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF010,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF011,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF012,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF013,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF014,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF015,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,WKF016,Fixed Value in Controlling Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG001,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG002,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG003,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG004,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG005,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG006,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG007,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG008,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG009,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG010,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG011,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG012,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG013,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG014,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG015,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,PAG016,Total Price Variance in CO Area Currency,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,weak_canonical_candidate
CO,COSP,MEG001,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG002,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG003,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG004,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG005,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG006,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG007,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG008,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG009,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG010,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG011,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG012,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG013,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG014,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG015,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEG016,Total Quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
CO,COSP,MEF001,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF002,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF003,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF004,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF005,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF006,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF007,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF008,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF009,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF010,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF011,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF012,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF013,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF014,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF015,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MEF016,Fixed Quantity,unmapped,,,,,unmapped
CO,COSP,MUV001,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV002,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV003,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV004,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV005,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV006,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV007,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV008,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV009,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV010,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV011,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV012,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV013,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV014,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV015,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,MUV016,Quantities Incomplete,unmapped,,,,,unmapped
CO,COSP,BELTP,Debit type,unmapped,,,,,unmapped
CO,COSP,TIMESTMP,Time created (Greenwich Meantime),unmapped,,,,,unmapped
CO,COSP,FKBER,Functional Area,unmapped,,,,,unmapped
CO,COSP,SEGMENT,Segment for Segmental Reporting,weak_canonical_candidate,,segment.id,segment.id:0.60,,weak_canonical_candidate
CO,COSP,GEBER,Fund,unmapped,,,,,unmapped
CO,COSP,GRANT_NBR,Grant,unmapped,,,,,unmapped
CO,COSP,BUDGET_PD,FM: Budget Period,unmapped,,,,,unmapped
CO,CSKB,MANDT,Client,strong_canonical_candidate,,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id:1.00 | primary key:1.00 | record id:1.00,strong_canonical_candidate
CO,CSKB,KOKRS,Controlling Area,unmapped,,,,,unmapped
CO,CSKB,KSTAR,Cost Element,unmapped,,,,,unmapped
CO,CSKB,DATBI,Valid To Date,knowledge_only,,,,address valid to:0.55 | leave to:0.55 | period to:0.55,knowledge_only
CO,CSKB,KATYP,Cost element category,unmapped,,,,,unmapped
CO,CSKB,EIGEN,Cost element attributes,unmapped,,,,,unmapped
CO,CSKB,PLAZU,Indicator for Planning Access,unmapped,,,,,unmapped
CO,CSKB,PLAOR,Indicator for the Planning Location,unmapped,,,,,unmapped
CO,CSKB,PLAUS,Indicators for Planning User,unmapped,,,,,unmapped
CO,CSKB,MGEFL,Indicator for Recording Consumption Quantities,unmapped,,,,,unmapped
CO,CSKB,MSEHI,Unit of Measurement,unmapped,,,,,unmapped
CO,CSKB,DEAKT,Indicator: Cost Element Deactivated,unmapped,,,,,unmapped
CO,CSKB,LOEVM,Indicator: Cost Element Is Flagged for Deletion,weak_canonical_candidate,,material.deletion_mark,material.deletion_mark:0.60,deletion mark:1.00,weak_canonical_candidate
CO,CSKB,LAST_CHANGED_TS,UTC Time Stamp in Short Form (YYYYMMDDhhmmss),strong_canonical_candidate,,document.changed_date,document.changed_date:0.75,document.changed_date:0.70,strong_canonical_candidate
CO,CSKB,RECID,Recovery Indicator,unmapped,,,,,unmapped
CO,CEPC,MANDT,Client,strong_canonical_candidate,,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id:1.00 | primary key:1.00 | record id:1.00,strong_canonical_candidate
CO,CEPC,DATBI,Valid To Date,knowledge_only,,,,address valid to:0.55 | leave to:0.55 | period to:0.55,knowledge_only
CO,CEPC,KOKRS,Controlling Area,unmapped,,,,,unmapped
CO,CEPC,MERKMAL,Field name of CO-PA characteristic,unmapped,,,,,unmapped
CO,CEPC,VERAK,Person Responsible for Profit Center,weak_canonical_candidate,,profit_center.id,profit_center.id:0.60,profit center:0.55,weak_canonical_candidate
CO,CEPC,VERAK_USER,User Responsible for the Profit Center,weak_canonical_candidate,,profit_center.id,profit_center.id:0.60,profit center:0.55,weak_canonical_candidate
CO,CEPC,NPRCTR,Successor profit center,weak_canonical_candidate,,profit_center.id,profit_center.id:0.60,profit center:0.55,weak_canonical_candidate
CO,CEPC,ANRED,Title,description_alias_match,case.subject,case.subject,case.subject:0.90 | party.salutation:0.90 | address.city:0.70,case.subject:1.00 | party.salutation:1.00 | title salutation:1.00,competing_top_canonical_candidate_present
CO,CEPC,NAME2,Name 2,strong_canonical_candidate,,location.name,location.name:0.80 | supplier.name:0.80,contact.name:1.00 | customer name 2:1.00 | trade name:1.00,strong_canonical_candidate
CO,CEPC,NAME3,Name 3,unmapped,,,,,unmapped
CO,CEPC,NAME4,Name 4,unmapped,,,,,unmapped
CO,CEPC,ORT02,District,knowledge_only,,,,district:0.90,knowledge_only
CO,CEPC,PFACH,PO Box,knowledge_only,,,,po box:0.90,knowledge_only
CO,CEPC,PSTL2,P.O. Box Postal Code,weak_canonical_candidate,,address.postal_code,address.postal_code:0.60 | supplier.address:0.60 | supplier.postal_code:0.60,address.postal_code:0.55 | postal code:0.55 | vendor postal code:0.55,weak_canonical_candidate
CO,CEPC,TELBX,Telebox Number,unmapped,,,,,unmapped
CO,CEPC,TELF2,Second telephone number,weak_canonical_candidate,,contact.id,contact.id:0.60 | contact.phone:0.60 | employee.phone:0.60,home phone:1.00 | contact.phone:0.55 | mobile phone:0.55,weak_canonical_candidate
CO,CEPC,TELFX,Fax Number,knowledge_only,,,,fax number:1.00,knowledge_only
CO,CEPC,TELTX,Teletex Number,unmapped,,,,,unmapped
CO,CEPC,TELX1,Telex Number,unmapped,,,,,unmapped
CO,CEPC,DATLT,Data communication line no.,weak_canonical_candidate,,purchase_order.line_item_number,purchase_order.line_item_number:0.50 | sales_order.line_item_number:0.50,line number:0.55 | po line number:0.55 | so line number:0.55,weak_canonical_candidate
CO,CEPC,DRNAM,Printer name for profit center,weak_canonical_candidate,,profit_center.id,profit_center.id:0.60,profit center:0.55,weak_canonical_candidate
CO,CEPC,KHINR,Profit center area,weak_canonical_candidate,,profit_center.id,profit_center.id:0.60,profit center:0.55,weak_canonical_candidate
CO,CEPC,VNAME,Joint venture,unmapped,,,,,unmapped
CO,CEPC,RECID,Recovery Indicator,unmapped,,,,,unmapped
CO,CEPC,ETYPE,Equity type,unmapped,,,,,unmapped
CO,CEPC,TXJCD,Tax Jurisdiction,unmapped,,,,,unmapped
CO,CEPC,KVEWE,Usage of the condition table,unmapped,,,,,unmapped
CO,CEPC,KAPPL,Application,unmapped,,,,,unmapped
CO,CEPC,KALSM,"Procedure (Pricing, Output Control, Acct. Det., Costing,...)",unmapped,,,,,unmapped
CO,CEPC,LOGSYSTEM,Logical System,unmapped,,,,,unmapped
CO,CEPC,LOCK_IND,Lock indicator,unmapped,,,,,unmapped
CO,CEPC,PCA_TEMPLATE,Template for Formula Planning in Profit Centers,unmapped,,,,,unmapped
CO,CEPC,SEGMENT,Segment for Segmental Reporting,weak_canonical_candidate,,segment.id,segment.id:0.60,,weak_canonical_candidate
PP,MAST,MANDT,Client,strong_canonical_candidate,,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id:1.00 | primary key:1.00 | record id:1.00,strong_canonical_candidate
PP,MAST,STLAN,BOM Usage,unmapped,,,,,unmapped
PP,MAST,STLAL,Alternative BOM,unmapped,,,,,unmapped
PP,MAST,LOSVN,From Lot Size,unmapped,,,,,unmapped
PP,MAST,LOSBS,To Lot Size,unmapped,,,,,unmapped
PP,MAST,ANDAT,Date Record Created On,weak_canonical_candidate,,document.created_date,document.created_date:0.60,created date:0.55,weak_canonical_candidate
PP,MAST,ANNAM,User who created record,weak_canonical_candidate,,audit.created_by,audit.created_by:0.50,created by:0.55,weak_canonical_candidate
PP,MAST,CSLTY,Indicator: configured material (material variant),unmapped,,,,,unmapped
PP,MAST,MATERIAL_BOM_KEY,Material BOM Concatenated Key,weak_canonical_candidate,,activity id,activity id:0.60 | bom.id:0.60 | company.id:0.60,activity id:0.55 | bom number:0.55 | company.id:0.55,weak_canonical_candidate
PP,STKO,MANDT,Client,strong_canonical_candidate,,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id:1.00 | primary key:1.00 | record id:1.00,strong_canonical_candidate
PP,STKO,STLTY,BOM category,unmapped,,,,,unmapped
PP,STKO,STLAL,Alternative BOM,unmapped,,,,,unmapped
PP,STKO,STKOZ,Internal counter,unmapped,,,,,unmapped
PP,STKO,TECHV,Technical status from,unmapped,,,,,unmapped
PP,STKO,AENNR,Change Number,unmapped,,,,,unmapped
PP,STKO,LKENZ,Deletion Indicator,unmapped,,,,,unmapped
PP,STKO,VGKZL,Previous header counter,unmapped,,,,,unmapped
PP,STKO,ANDAT,Date Record Created On,weak_canonical_candidate,,document.created_date,document.created_date:0.60,created date:0.55,weak_canonical_candidate
PP,STKO,ANNAM,User who created record,weak_canonical_candidate,,audit.created_by,audit.created_by:0.50,created by:0.55,weak_canonical_candidate
PP,STKO,BMEIN,Base Unit of Measure for BOM,weak_canonical_candidate,,base_uom.code,base_uom.code:0.60 | material.base_uom_code:0.60 | uom.code:0.60,base unit:0.55 | base unit of measure:0.55 | unit of measure:0.55,weak_canonical_candidate
PP,STKO,BMENG,Base quantity,unmapped,,,,,unmapped
PP,STKO,CADKZ,CAD Indicator,unmapped,,,,,unmapped
PP,STKO,LABOR,Laboratory/design office,unmapped,,,,,unmapped
PP,STKO,LTXSP,"Long Text Language, for Creation of a Change Document",unmapped,,,,,unmapped
PP,STKO,STKTX,Alternative BOM Text,unmapped,,,,,unmapped
PP,STKO,STLST,Bill of Material Status,weak_canonical_candidate,,product.lifecycle_status,product.lifecycle_status:0.60,,weak_canonical_candidate
PP,STKO,WRKAN,Plant where BOM or alternative/variant created,unmapped,,,,,unmapped
PP,STKO,DVDAT,Date of last date shift,unmapped,,,,,unmapped
PP,STKO,DVNAM,Name of the user who carried out the date shift,weak_canonical_candidate,,account.name,account.name:0.60 | customer.name:0.60 | absence.start_date:0.50,account.name:0.55 | customer name:0.55 | username:0.55,weak_canonical_candidate
PP,STKO,AEHLP,Date Shift Hierarchy Indicator,unmapped,,,,,unmapped
PP,STKO,ALEKZ,ALE indicator,unmapped,,,,,unmapped
