sap_module,sap_table,sap_field,sap_description,classification_bucket,description_canonical_concept_id,top_canonical_concept_id,top_canonical_matches,top_knowledge_matches,review_reason
SD,KNVV,FSH_SC_CID,Customer/Supplier Identifier,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | contract.id:0.60,account owner:0.55 | activity id:0.55 | approver:0.55,weak_canonical_candidate
SD,KNVV,FSH_VAS_DETC,VAS Determination Mode,unmapped,,,,,unmapped
SD,KNVV,FSH_VAS_CG,Value-Added Services Customer Group,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | invoice.amount:0.60 | purchasing_group.id:0.60,customer group:0.55 | gross amount:0.55 | invoice amount:0.55,weak_canonical_candidate
SD,KNVV,FSH_GRSGY,ARUN Grouping Strategy,unmapped,,,,,unmapped
SD,KNVV,FSH_SS,Order Scheduling Strategy,unmapped,,,,,unmapped
SD,KNVV,FSH_FRATE,Fill Rate %,unmapped,,,,,unmapped
SD,KNVV,FSH_FRATE_AGG_LEVEL,Fill Rate Aggregation Level,unmapped,,,,,unmapped
SD,KNVV,FSH_MSOCDC,Distribution Center of Customer,unmapped,,,,,unmapped
SD,KNVV,FSH_MSOPID,Customer Identification in the Partner System,unmapped,,,,,unmapped
SD,KNVV,RFM_PSST_RULE,PSST Grouping Rule,unmapped,,,,,unmapped
SD,KNVV,RFM_PSST_EXCLUDE,Exclude from PSST Grouping Rule Determination,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,CLIENT,Client,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KNUMV,Number of the Document Condition,weak_canonical_candidate,,account.owner_employee_id,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id:0.55 | document number:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KPOSN,Condition item number,weak_canonical_candidate,,material.number,material.number:0.60,,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,STUNR,Step Number,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,ZAEHK,Condition Counter,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KAPPL,Application,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KSCHL,Condition Type,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KDATU,Timestamp for Pricing,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KRECH,Calculation Type for Condition,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KAWRT,Condition Basis,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KKURS,Condition exchange rate for conversion to local currency,weak_canonical_candidate,,exchange_rate.rate,exchange_rate.rate:0.60 | exchange_rate.to_currency_code:0.60,exchange rate:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KPEIN,Condition Pricing Unit,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KMEIN,Condition Unit in the Document,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KUMZA,Numerator for Converting to Base UoM,weak_canonical_candidate,,base_uom.code,base_uom.code:0.60 | material.base_uom_code:0.60,base unit:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KUMNE,Denominator for Converting to Base UoM,weak_canonical_candidate,,base_uom.code,base_uom.code:0.60 | material.base_uom_code:0.60,base unit:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KNTYP,"Condition Category (Examples: Tax, Freight, Price, Cost)",weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | shipment.freight_cost:0.60 | payroll.tax_amount:0.50,cost price:0.55 | freight cost:0.55 | gross amount:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KSTAT,Condition is used for statistics,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KNPRS,Scale Type,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KRUEK,Condition is Relevant for Accrual (e.g. Freight),unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KRELI,Condition for Invoice List,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KHERK,Origin of the Condition,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KGRPE,Group Condition,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KOLNR,Access sequence - Access number,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KNUMH,Number of Condition Record,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KOPOS,Sequential Number of the Condition,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KVSL1,Account Key,weak_canonical_candidate,,account.id,account.id:0.60 | activity id:0.60 | company.id:0.60,activity id:0.55 | company.id:0.55 | gl account:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,SAKN1,G/L Account Number,weak_canonical_candidate,,account.id,account.id:0.60 | supplier_bank_account.account_number:0.60 | bank_account.account_number:0.50,account number:0.55 | bank account employee:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,MWSK1,Tax on sales/purchases code,weak_canonical_candidate,,tax.id,tax.id:0.50 | tax.rate:0.50,tax code:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KVSL2,Account Key - Accruals / Provisions,weak_canonical_candidate,,account.id,account.id:0.60 | activity id:0.60 | company.id:0.60,activity id:0.55 | company.id:0.55 | gl account:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,SAKN2,Number of Accruals Account,weak_canonical_candidate,,account.id,account.id:0.60 | supplier_bank_account.account_number:0.60 | bank_account.account_number:0.50,account number:0.55 | bank account employee:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,MWSK2,Withholding Tax Code,weak_canonical_candidate,,payroll.tax_amount,payroll.tax_amount:0.60 | tax.id:0.50 | tax.rate:0.50,tax code:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KDIFF,Rounding-Off Difference of the Condition,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KWERT,Condition Value,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,WAERK,SD Document Currency,weak_canonical_candidate,,accounting.document_currency_code,accounting.document_currency_code:0.60,,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KSTEU,Condition Control,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KINAK,Condition is Inactive,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KOAID,Condition Class,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,ZAEKO,Condition Counter (Header),unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KFAKTOR,Factor for Condition Base Value,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KDUPL,Structure Condition,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KFAKTOR1,Factor for Condition Basis (Period),unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KZBZG,Scale Basis Indicator,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KSTBS,Scale Base Value,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KONMS,Condition Scale Unit of Measure,weak_canonical_candidate,,material.base_uom_code,material.base_uom_code:0.60 | uom.code:0.60,unit of measure:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KONWS,Scale Currency,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KWAEH,Condition Currency (for Cumulation Fields),unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KWERT_K,Condition Value,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KFKIV,Condition for Intercompany Billing,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KMPRS,Condition Changed Manually,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,PRSQU,Price Source,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,TXJLV,Tax jurisdiction code level,weak_canonical_candidate,,tax.jurisdiction_code,tax.jurisdiction_code:0.60 | tax.id:0.50 | tax.rate:0.50,tax code:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KBFLAG,Bit encrypted flags in Pricing,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KOUPD,Condition Update,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,KMXAW,Indicator for Maximum Condition Basis Value,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KMXWR,Indicator for Maximum Condition Amount,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KAWRT_K,Condition Basis,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KVARC,Condition Used for Variant Configuration,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,VARCOND,Variant Condition Key,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KTREL,Relevance for Account Assignment,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,MDFLG,Indicator: Matrix Maintenance,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,_DATAAGING,Data Filter Value for Data Aging,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,CPF_GUID,Identifier of CPF Formula in Document,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55 | document id:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,KAQTY,Adjusted Quantity,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,VAL_ZERO,Process Conditions with Value Equal to Zero,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
S/4HANA,PRCD_ELEMENTS,IS_ACCT_DETN_RELEVANT,Statistical and Relevant for Account Determination,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,TAX_COUNTRY,Tax Reporting Country/Region,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,COMMON_SUPPL_DATA,Common Supplementary Data Indicator,unmapped,,,,,unmapped
S/4HANA,PRCD_ELEMENTS,PRICINGSUBPROCEDURE,Subprocedure,unmapped,,,,,unmapped
S/4HANA,BUT000,CLIENT,Client,unmapped,,,,,unmapped
S/4HANA,BUT000,TYPE,Business Partner Category,strong_canonical_candidate,,account.industry,account.industry:0.80 | account.type:0.80 | document.type:0.80,activity type:1.00 | address type:1.00 | business type:1.00,strong_canonical_candidate
S/4HANA,BUT000,BPKIND,Business Partner Type,weak_canonical_candidate,,account.industry,account.industry:0.50,business type:0.55,weak_canonical_candidate
S/4HANA,BUT000,BU_GROUP,Business Partner Grouping,unmapped,,,,,unmapped
S/4HANA,BUT000,BPEXT,Business Partner Number in External System,weak_canonical_candidate,,business_partner.id,business_partner.id:0.60,,weak_canonical_candidate
S/4HANA,BUT000,BU_SORT1,Search Term 1 for Business Partner,unmapped,,,,,unmapped
S/4HANA,BUT000,BU_SORT2,Search Term 2 for Business Partner,unmapped,,,,,unmapped
S/4HANA,BUT000,SOURCE,Data Origin Types,strong_canonical_candidate,,lead.source,lead.source:0.80 | material.origin:0.80,lead source:1.00 | origin:1.00 | source:1.00,strong_canonical_candidate
S/4HANA,BUT000,XDELE,Central Archiving Flag,unmapped,,,,,unmapped
S/4HANA,BUT000,XBLCK,Central Block for Business Partner,unmapped,,,,,unmapped
S/4HANA,BUT000,AUGRP,Authorization Group,unmapped,,,,,unmapped
S/4HANA,BUT000,BU_LOGSYS,Logical system,unmapped,,,,,unmapped
S/4HANA,BUT000,NOT_RELEASED,Indicator: Not Released,unmapped,,,,,unmapped
S/4HANA,BUT000,NOT_LG_COMPETENT,Indicator: Not Legally Competent,unmapped,,,,,unmapped
S/4HANA,BUT000,PRINT_MODE,Business Partner Print Format,unmapped,,,,,unmapped
S/4HANA,BUT000,RATE,Cost Rate/Revenue Rate for Project Costing,strong_canonical_candidate,,exchange_rate.rate,exchange_rate.rate:0.80 | tax.rate:0.80,exchange rate:1.00 | hourly rate:1.00 | tax rate:1.00,strong_canonical_candidate
S/4HANA,BUT000,NAME_ORG1,Name 1 of organization,weak_canonical_candidate,,account.name,account.name:0.60 | business_unit.name:0.60 | absence.start_date:0.50,account.name:0.55 | organizational unit name:0.55,weak_canonical_candidate
S/4HANA,BUT000,NAME_ORG2,Name 2 of organization,weak_canonical_candidate,,account.name,account.name:0.60 | business_unit.name:0.60 | absence.start_date:0.50,account.name:0.55 | organizational unit name:0.55,weak_canonical_candidate
S/4HANA,BUT000,NAME_ORG3,Name 3 of organization,weak_canonical_candidate,,account.name,account.name:0.60 | business_unit.name:0.60 | absence.start_date:0.50,account.name:0.55 | organizational unit name:0.55,weak_canonical_candidate
S/4HANA,BUT000,NAME_ORG4,Name 4 of organization,weak_canonical_candidate,,account.name,account.name:0.60 | business_unit.name:0.60 | absence.start_date:0.50,account.name:0.55 | organizational unit name:0.55,weak_canonical_candidate
S/4HANA,BUT000,LEGAL_ENTY,BP: Legal form of organization,unmapped,,,,,unmapped
S/4HANA,BUT000,IND_SECTOR,Industry sector,unmapped,,,,,unmapped
S/4HANA,BUT000,LEGAL_ORG,Legal Entity of Organization,unmapped,,,,,unmapped
S/4HANA,BUT000,FOUND_DAT,Date organization founded,knowledge_only,,,,founded date:0.55,knowledge_only
S/4HANA,BUT000,LIQUID_DAT,Liquidation date of organization,unmapped,,,,,unmapped
S/4HANA,BUT000,LOCATION_1,International location number (part 1),weak_canonical_candidate,,material.number,material.number:0.60,,weak_canonical_candidate
S/4HANA,BUT000,LOCATION_2,International location number (Part 2),weak_canonical_candidate,,material.number,material.number:0.60,,weak_canonical_candidate
S/4HANA,BUT000,LOCATION_3,Check digit for the international location number,unmapped,,,,,unmapped
S/4HANA,BUT000,NAME_LAST,Last name of business partner (person),strong_canonical_candidate,,employee.name,employee.name:0.75 | address.city:0.60 | business_unit.name:0.60,employee.name:0.70 | last name:0.70 | supplier name:0.55,strong_canonical_candidate
S/4HANA,BUT000,NAME_FIRST,First name of business partner (person),strong_canonical_candidate,,employee.name,employee.name:0.75 | address.city:0.60 | business_unit.name:0.60,employee.name:0.70 | first name:0.70 | supplier name:0.55,strong_canonical_candidate
S/4HANA,BUT000,NAME_LST2,Other Last Name of a Person,weak_canonical_candidate,,business_unit.name,business_unit.name:0.60 | contact.name:0.60 | employee.name:0.60,employee.name:0.55 | last name:0.55,weak_canonical_candidate
S/4HANA,BUT000,NAME_LAST2,Name at birth of business partner,weak_canonical_candidate,,business_unit.name,business_unit.name:0.60 | supplier.name:0.50 | vendor.name:0.50,supplier name:0.55,weak_canonical_candidate
S/4HANA,BUT000,NAMEMIDDLE,Middle name or second forename of a person,weak_canonical_candidate,,address.country,address.country:0.60 | business_unit.name:0.60 | contact.name:0.60,address.country:0.55 | middle name:0.55,weak_canonical_candidate
S/4HANA,BUT000,TITLE_ACA1,Academic Title: Key,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
S/4HANA,BUT000,TITLE_ACA2,Second academic title (key),weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
S/4HANA,BUT000,TITLE_ROYL,"Name supplement, e.g. noble title (key)",weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55 | customer name:0.55,weak_canonical_candidate
S/4HANA,BUT000,PREFIX1,Name Prefix (Key),weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55 | customer name:0.55,weak_canonical_candidate
S/4HANA,BUT000,PREFIX2,2nd name prefix (key),weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55 | customer name:0.55,weak_canonical_candidate
S/4HANA,BUT000,NICKNAME,Nickname of Business Partner (Person),weak_canonical_candidate,,business_unit.name,business_unit.name:0.60 | contact.name:0.60 | supplier.name:0.50,supplier name:0.55,weak_canonical_candidate
S/4HANA,BUT000,INITIALS,"""Middle Initial"" or personal initials",weak_canonical_candidate,,account.owner_employee_id,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id:0.55 | middle name:0.55,weak_canonical_candidate
S/4HANA,BUT000,NAMEFORMAT,Name format,weak_canonical_candidate,,contact.name,contact.name:0.50 | customer.name:0.50 | supplier.name:0.50,customer name:0.55 | vendor name:0.55,weak_canonical_candidate
S/4HANA,BUT000,NAMCOUNTRY,Country/Region for Name Format Rule,weak_canonical_candidate,,address.country_code,address.country_code:0.60 | territory.name:0.60 | contact.name:0.50,address.country_code:0.55 | country:0.55 | customer name:0.55,weak_canonical_candidate
S/4HANA,BUT000,LANGU_CORR,Business Partner: Correspondence Language,weak_canonical_candidate,,customer.language_code,customer.language_code:0.60,,weak_canonical_candidate
S/4HANA,BUT000,XSEXM,Selection: Business partner is male,unmapped,,,,,unmapped
S/4HANA,BUT000,XSEXF,Selection: Business partner is female,unmapped,,,,,unmapped
S/4HANA,BUT000,BIRTHPL,Birthplace of business partner,unmapped,,,,,unmapped
S/4HANA,BUT000,MARST,Marital Status of Business Partner,weak_canonical_candidate,,employee.marital_status,employee.marital_status:0.60,marital status:0.55,weak_canonical_candidate
S/4HANA,BUT000,EMPLO,Name of Employer of a Natural Person,weak_canonical_candidate,,business_unit.name,business_unit.name:0.60 | contact.name:0.60,,weak_canonical_candidate
S/4HANA,BUT000,JOBGR,Occupation/group,unmapped,,,,,unmapped
S/4HANA,BUT000,CNTAX,Obsolete Field,unmapped,,,,,unmapped
S/4HANA,BUT000,CNDSC,Country/Region of Origin: Non-Resident Companies,weak_canonical_candidate,,material.country_of_origin_code,material.country_of_origin_code:0.60 | material.origin:0.60,country of origin:0.55,weak_canonical_candidate
S/4HANA,BUT000,PERSNUMBER,Person Number,unmapped,,,,,unmapped
S/4HANA,BUT000,XSEXU,Selection: Sex of business partner is not known,unmapped,,,,,unmapped
S/4HANA,BUT000,XUBNAME,Obsolete Field,unmapped,,,,,unmapped
S/4HANA,BUT000,BU_LANGU,Business partner: Language,unmapped,,,,,unmapped
